Test,n_sources,max_out_degree,n_nodes,max_instances,n_compute,n_instances,g_diam,n_sinks,median_out_degree,config,n_math,n_edges,n_cycles
convert-float3-int3_sat_rte,6,4,37,1,27,29,4,1,2,12,0,75,2147483647
convert-uint3-float3,1,3,8,1,3,5,3,1,1,3,0,9,3
printf-phdl-lies-no-flag,2,8,19,1,8,10,3,1,1,100,0,32,16383
scatter-store-predicated,4,4,32,2,17,30,4,2,2,2,0,53,4194303
gather-int-with-condition,1,8,15,1,0,3,4,1,1,12,0,24,1023
convert-float3-int3_sat_rtn,6,4,37,1,27,29,4,1,2,4,0,75,2147483647
convert-float3-int3_sat_rtp,6,4,37,1,27,29,4,1,2,12,0,75,2147483647
native_tan-float3,2,6,15,1,9,11,4,1,1,100,9,24,1023
select-char,4,1,11,1,3,7,5,1,1,8,0,10,0
add-non-splat-non-imm-1d-short4_pma,3,2,8,1,2,4,3,1,1,1,0,8,1
convert-float3-int3_sat_rtz,6,4,37,1,27,29,4,1,2,12,0,75,2147483647
convert-float2-char2_sat_rtz,6,4,29,1,20,22,5,1,2,8,0,52,16777215
shifts-multiple-const-non-imm-mask-int-1_pma,3,8,36,1,24,26,4,1,1,15,0,64,536870911
convert-float-uchar_sat_rtn,7,4,20,1,11,13,6,1,1,12,0,28,511
convert-short2-uchar2,1,1,3,1,0,2,2,1,1,12,0,2,0
convert-int-float_rtp,11,6,37,1,24,26,9,1,1,9,0,54,262143
accumulate-multiple-loops_pma,1,4,10,2,4,10,3,1,1,15,0,12,7
convert-uchar4-float4_rtn,1,2,8,1,4,6,3,1,1,3,0,10,7
convert-int3-short3,1,4,6,1,0,2,2,1,1,15,0,8,7
hadd-ushort16,2,8,27,1,8,11,3,1,1,3,0,40,16383
convert-int-float_rtz,8,4,25,1,15,17,7,1,1,8,0,35,2047
max-int,2,1,6,1,1,4,3,1,1,3,0,5,0
convert-float4-char4_sat,6,4,51,1,40,42,5,1,2,8,0,104,2147483647
round-float,7,5,22,1,13,15,5,1,1,15,0,33,4095
convert-uchar8-uint8,3,4,12,1,4,7,3,2,1,14,0,13,3
convert-uchar4-float4_rte,1,2,8,1,4,6,3,1,1,12,0,10,7
convert-uchar4-float4_rtz,1,2,8,1,4,6,3,1,1,8,0,10,7
upsample-uchar16,3,8,44,1,24,27,4,1,1,8,0,64,2097151
convert-int3-uchar3,1,4,6,1,0,2,2,1,1,15,0,8,7
convert-int-float_rte,1,1,4,1,1,3,3,1,1,8,0,3,0
convert-uchar4-float4_rtp,1,2,8,1,4,6,3,1,1,12,0,10,7
convert-int-float_rtn,11,6,37,1,24,26,9,1,1,9,0,54,262143
rotate-short8,2,4,27,1,16,19,4,1,1,15,0,40,16383
log2-mul-float,2,1,6,1,1,4,3,1,1,12,1,5,0
vec_step-float,1,1,3,1,0,2,2,1,1,3,0,2,0
add-wide-interlace-1d-int2_pma,3,8,23,1,8,13,3,2,1,0,0,36,16383
mul_hi-int8,2,8,75,1,56,59,4,1,1,8,0,152,2147483647
convert-float2-char2_sat,6,4,29,1,20,22,5,1,2,12,0,52,16777215
rotate-short4,2,2,15,1,8,11,4,1,1,8,0,20,63
mul_hi-int3,2,4,30,1,21,24,4,1,1,8,0,57,268435455
mul_hi-int2,2,4,21,1,14,17,4,1,1,8,0,38,262143
mul_hi-int4,2,4,39,1,28,31,4,1,1,8,0,76,2147483647
convert-float-uchar_sat_rtz,7,4,20,1,11,13,6,1,1,0,0,28,511
mad_hi-char,4,1,13,1,5,9,6,1,1,3,0,12,0
compress-mask,8,8,91,2,59,68,9,2,1,12,0,152,2147483647
min-uint,2,1,6,1,1,4,3,1,1,14,0,5,0
rotate-short3,2,2,15,1,8,11,4,1,1,0,0,20,63
shl-basic-char-1_pma,2,8,19,1,8,10,3,1,1,14,0,32,16383
convert-int3-ushort3,1,4,6,1,0,2,2,1,1,12,0,8,7
convert-float-int,1,1,4,1,1,3,3,1,1,12,0,3,0
mean_norm_v16,2,16,147,1,112,115,6,1,1,12,0,208,2147483647
pma_acopy_2D5_deprecatedAPI,2,8,19,1,8,10,3,1,1,8,0,32,16383
convert-ushort-float_rte,1,1,4,1,1,3,3,1,1,12,0,3,0
convert-ushort-float_rtn,1,1,4,1,1,3,3,1,1,3,0,3,0
convert-uchar3-short3,1,2,4,1,0,2,2,1,1,8,0,4,1
convert-char8-int8,3,4,16,1,8,10,3,1,1,0,0,28,8191
convert-ushort-float_rtp,1,1,4,1,1,3,3,1,1,3,0,3,0
mad_hi-char3,5,2,19,1,7,11,5,1,1,15,0,21,7
convert-ushort-float_rtz,1,1,4,1,1,3,3,1,1,15,0,3,0
mad_hi-char4,4,2,17,1,6,10,5,1,1,4,0,20,15
bitselect-int,4,2,12,1,4,8,4,1,1,14,0,12,1
mad_hi-char2,4,1,11,1,3,7,5,1,1,15,0,10,0
mul-basic-int-1_pma,2,8,43,1,24,27,3,1,1,12,0,88,2147483647
mad_hi-char8,4,4,29,1,12,16,5,1,1,15,0,40,4095
masked_load_short4,2,2,7,1,2,4,3,1,1,4,0,8,3
bitselect-uint3,4,3,26,1,12,16,4,1,1,15,0,36,2047
short2fp_with_shift,2,8,23,1,16,18,4,1,1,4,0,36,16383
bitselect-uint4,4,4,33,1,16,20,4,1,1,3,0,48,65535
shl-complicated-char-2_pma,2,8,59,1,40,43,5,1,1,8,0,96,2147483647
bitselect-uint8,4,8,61,1,32,36,4,1,1,15,0,96,2147483647
sub_sat-int3,5,6,42,1,30,33,5,1,2,8,0,84,2147483647
sub_sat-int2,5,6,30,1,20,23,5,1,2,14,0,56,134217727
sub_sat-int4,5,6,54,1,40,43,5,1,2,8,0,112,2147483647
isgreaterequal-float8,2,8,35,1,16,19,4,1,1,15,0,48,16383
convert-uint8-char8,1,8,10,1,0,2,2,1,1,12,0,16,127
convert-float4-short4,1,4,10,1,4,6,3,1,1,8,0,12,7
isgreaterequal-float2,2,2,11,1,4,7,4,1,1,8,0,12,3
isgreaterequal-float3,2,3,15,1,6,9,4,1,1,15,0,18,15
isgreaterequal-float4,2,4,19,1,8,11,4,1,1,15,0,24,63
homWarp,24,10,116,1,80,84,11,1,1,100,4,215,2147483647
ocl-dempster-shafer,3,4,29,1,21,24,6,1,1,12,1,48,1048575
hadd-char8,3,4,20,1,8,11,4,1,1,15,0,28,511
exp2-float,1,1,4,1,1,3,3,1,1,15,1,3,0
hadd-char4,3,2,12,1,4,7,4,1,1,15,0,14,7
hadd-char2,3,1,8,1,2,5,4,1,1,15,0,7,0
hadd-char3,6,2,17,1,6,10,4,2,1,15,0,17,1
clamp-uint3,3,3,19,1,6,10,4,1,1,7,0,24,63
clamp-uint2,3,2,14,1,4,8,4,1,1,6,0,16,7
clamp-uint4,3,4,24,1,8,12,4,1,1,7,0,32,511
select-int3,3,3,22,1,9,13,4,1,2,7,0,36,32767
clamp-uint8,3,8,44,1,16,20,4,1,1,15,0,64,2097151
pad-x-split_pma,1,1,4,1,1,3,3,1,1,8,0,3,0
select-int4,3,4,28,1,12,16,4,1,2,6,0,48,2097151
abs-diff-short,2,8,35,1,16,19,3,1,2,3,0,64,1073741823
masked_store_splat_data_compare_2Conds_or,5,4,36,2,22,29,7,1,1,8,0,60,33554431
vec_step-ushort,1,1,3,1,0,2,2,1,1,15,0,2,0
abs_diff-short,2,1,6,1,1,4,3,1,1,12,0,5,0
any-short,4,1,7,1,1,4,3,2,1,12,0,5,-0.5
convert-float4-ushort4,1,4,10,1,4,6,3,1,1,6,0,12,7
convert-ushort3-uint3,3,2,6,1,0,3,2,2,1,14,0,5,0
min-float,2,1,6,1,1,4,3,1,1,15,0,5,0
maxpool3_i32,1,1,4,2,1,4,3,1,1,7,0,3,0
hsub_char16,3,8,36,1,16,19,4,1,1,7,0,56,2097151
vec_step-int4,1,1,3,1,0,2,2,1,1,15,0,2,0
abs_diff-char16,2,8,27,1,8,11,3,1,1,6,0,40,16383
hsub_ushort2,2,1,6,1,1,4,3,1,1,7,0,5,0
masked_load_char4_with_bounds,2,2,7,1,2,4,3,1,1,7,0,8,3
vec_step-int8,1,1,3,1,0,2,2,1,1,12,0,2,0
step_scalar-float2,3,4,13,1,6,9,4,1,1,12,0,19,127
step_scalar-float3,3,6,17,1,9,12,4,1,1,3,0,28,4095
avg_add_i16_unsigned_vec,3,1,8,1,2,5,4,1,1,12,0,7,0
step_scalar-float4,3,8,21,1,12,15,4,1,1,0,0,37,131071
convert-short3-float3_rtp,1,2,7,1,3,5,3,1,1,6,0,8,3
sub-transformations-none-none-halve-uchar-1_pma,2,8,27,1,8,11,3,1,1,0,0,40,16383
convert-short3-float3_rtz,1,2,7,1,3,5,3,1,1,8,0,8,3
outer_loop_acc_early,3,1,9,3,3,9,4,1,1,0,0,8,0
sub_sat-uint8,2,8,35,1,16,19,4,1,1,0,0,56,4194303
convert-short3-float3_rte,1,2,7,1,3,5,3,1,1,3,0,8,3
mul-basic-extended-char-char-int_pma,2,4,27,1,16,19,4,1,1,0,0,40,16383
convert-short3-float3_rtn,1,2,7,1,3,5,3,1,1,8,0,8,3
sub_sat-uint3,2,3,15,1,6,9,4,1,1,3,0,21,127
sub_sat-uint2,2,2,11,1,4,7,4,1,1,3,0,14,15
sub_sat-uint4,2,4,19,1,8,11,4,1,1,4,0,28,1023
native_exp-float,2,1,5,1,1,3,3,1,1,4,1,4,0
cmp-basic-short8-1_pma,9,8,22,1,8,10,3,1,1,8,0,35,16383
mul_hi-int,2,4,12,1,7,10,4,1,1,4,0,19,255
max-short,2,1,6,1,1,4,3,1,1,8,0,5,0
add_rshift_sat_pos_h_ui,3,8,28,1,8,12,3,1,1,0,0,48,2097151
native_cos-float,2,1,5,1,1,3,3,1,1,4,1,4,0
verification-api-1-negative-pma,2,8,19,1,8,10,3,1,1,0,0,32,16383
min-uchar16,2,8,35,1,16,19,3,1,2,8,0,64,1073741823
add_rshift_sat_pos_h_uu,3,8,28,1,8,12,3,1,1,0,0,48,2097151
accumulate-char16-short16_pma,1,8,18,2,8,18,3,1,1,0,0,24,127
round-float2,7,5,36,1,26,28,5,1,2,3,0,66,2147483647
radians-float,2,1,5,1,1,3,3,1,1,14,0,4,0
max_scalar-float4,2,4,12,1,4,7,3,1,1,10,0,17,63
max_scalar-float3,2,3,10,1,3,6,3,1,1,3,0,13,15
max_scalar-float2,2,2,8,1,2,5,3,1,1,8,0,9,3
convert-float2-char2_rtn,1,2,6,1,2,4,3,1,1,8,0,6,1
convert-uchar16-int16,4,8,22,1,8,13,3,3,1,13,0,26,31
convert-float8-char8,1,8,18,1,8,10,3,1,1,8,0,24,127
fp_inv-vec16,3,16,37,1,16,20,3,2,1,100,16,64,268435455
mad_sat-ushort,4,1,10,1,2,6,4,1,1,3,0,9,0
convert-uint3-uchar3,1,4,6,1,0,2,2,1,1,8,0,8,7
min-max-char-1-wide_pma,2,8,83,1,64,67,5,1,2,0,0,136,2147483647
convert-ushort4-float4_rtn,1,2,8,1,4,6,3,1,1,3,0,10,7
convert-ushort4-float4_rte,1,2,8,1,4,6,3,1,1,8,0,10,7
convert-int-float,1,1,4,1,1,3,3,1,1,8,0,3,0
convert-ushort4-float4_rtz,1,2,8,1,4,6,3,1,1,0,0,10,7
convert-ushort4-float4_rtp,1,2,8,1,4,6,3,1,1,8,0,10,7
convert-short2-ushort2,1,1,3,1,0,2,2,1,1,8,0,2,0
native_sin-float,2,1,5,1,1,3,3,1,1,3,1,4,0
convert-int-short,1,1,3,1,0,2,2,1,1,3,0,2,0
unaligned-store-offset-0-width-1,2,1,6,1,1,4,3,1,1,0,0,5,0
convert-int16-char16,2,8,19,1,0,3,2,1,1,3,0,32,16383
mul-hi-mixed-uchar-ushort-1_pma,2,8,35,1,16,19,3,1,2,0,0,64,1073741823
hadd_noExtendType_MSBSet_SRA_v2i16,3,2,9,1,3,6,4,1,1,12,0,9,1
convert-ushort4-uchar4,1,2,4,1,0,2,2,1,1,3,0,4,1
sub-imm,2,8,19,1,8,10,3,1,1,14,0,32,16383
ceil-float2,1,2,6,1,2,4,3,1,1,3,0,6,1
iv_cmp_pred_and_actual_use,4,2,15,2,9,13,6,1,1,3,0,15,1
world-to-spherical,12,32,222,1,188,200,10,2,1,100,16,404,2147483647
gather-itr-array2,2,8,27,1,8,11,3,1,1,3,0,40,16383
gather-itr-array1,2,8,19,1,8,10,3,1,1,8,0,32,16383
mul24-int2,3,8,22,1,14,17,5,1,1,3,0,38,131071
mul24-int3,3,12,31,1,21,24,5,1,1,10,0,57,134217727
mul24-int4,3,16,40,1,28,31,5,1,1,8,0,76,2147483647
rotate-short16,2,8,51,1,32,35,4,1,1,8,0,80,1073741823
mul24-int8,3,32,76,1,56,59,5,1,1,8,0,152,2147483647
convert-int8-float8,1,8,18,1,8,10,3,1,1,8,0,24,127
hadd-short,2,1,6,1,1,4,3,1,1,3,0,5,0
no-consec-dim_pma,2,8,20,1,0,4,2,2,1,3,0,32,8191
vec_step-int,1,1,3,1,0,2,2,1,1,8,0,2,0
hadd-int,2,1,6,1,1,4,3,1,1,15,0,5,0
select-int8,3,8,52,1,24,28,4,1,2,3,0,96,2147483647
clamp-float,3,1,9,1,2,6,4,1,1,3,0,8,0
i16-acc-abs_diff-short,2,1,6,2,1,5,3,1,1,8,0,5,0
add-non-imm-1d-int_pma,2,8,19,1,8,10,3,1,1,3,0,32,16383
cross_loops_accumulation_umax,3,2,14,4,5,13,6,1,1,8,0,15,3
convert-ushort3-short3,1,2,4,1,0,2,2,1,1,15,0,4,1
clamp-short2_scalar,3,2,11,1,4,8,4,1,1,3,0,13,7
select-int2,3,2,16,1,6,10,4,1,2,8,0,24,511
convert-short16-char16,1,8,10,1,0,2,2,1,1,3,0,16,127
pos-abs-add-char_pma,2,8,67,1,48,51,6,1,1,0,0,88,4194303
add-3d_pma,2,8,19,1,8,10,3,1,1,3,0,32,16383
native_tan-float,2,2,7,1,3,5,4,1,1,100,3,8,3
shufflevector-float-one-def-1_pma,1,4,6,1,0,2,2,1,1,12,0,8,7
iters-for-hoist-int4_pma,4,4,22,1,8,12,3,2,1,12,0,32,2047
degrees-float,2,1,5,1,1,3,3,1,1,7,0,4,0
pma_acopy_3D2,2,8,19,1,8,10,3,1,1,3,0,32,16383
pma_acopy_3D1,2,8,19,1,8,10,3,1,1,3,0,32,16383
convert-short16-uchar16,1,8,10,1,0,2,2,1,1,8,0,16,127
rotate-int16,4,8,102,1,64,70,4,2,1,8,0,160,2147483647
shl-const-non-imm-non-splatted-mask-short_pma,5,4,14,1,4,6,3,1,1,0,0,16,7
vec_step-uchar,1,1,3,1,0,2,2,1,1,10,0,2,0
hsub_uchar,2,1,6,1,1,4,3,1,1,0,0,5,0
convert-int8-float8_rte,1,8,18,1,8,10,3,1,1,8,0,24,127
mul-cospi-float,2,1,6,1,1,4,3,1,1,8,1,5,0
mad24-uint2,3,3,18,1,8,12,4,1,1,8,0,28,2047
mad24-uint3,3,4,32,1,16,20,4,1,1,8,0,56,33554431
mad24-uint4,3,4,32,1,16,20,4,1,1,8,0,56,33554431
mad_hi-ushort16,3,8,52,1,24,28,4,1,1,9,0,88,2147483647
mad24-uint8,3,8,60,1,32,36,4,1,1,8,0,112,2147483647
convert-float3-short3,1,3,8,1,3,5,3,1,1,3,0,9,3
i16-acc-reduce_add-unsigned,2,1,8,2,3,7,4,1,1,12,0,7,0
maxpool_8x8_set16,3,32,125,1,88,92,9,2,1,10,0,216,2147483647
vec_step-uchar2,1,1,3,1,0,2,2,1,1,8,0,2,0
vec_step-uchar3,1,1,3,1,0,2,2,1,1,3,0,2,0
vec_step-uchar4,1,1,3,1,0,2,2,1,1,15,0,2,0
max-uint,2,1,6,1,1,4,3,1,1,15,0,5,0
vec_step-uchar8,1,1,3,1,0,2,2,1,1,15,0,2,0
bitselect-char,4,2,12,1,4,8,4,1,1,15,0,12,1
racc-char8_pma,1,4,9,2,3,7,4,1,1,12,0,11,7
iv-select-acc-lt-idx-outerLoop-i16,2,1,6,3,2,8,4,1,1,15,0,5,0
convert-uchar8-short8,1,4,10,1,4,6,3,1,1,15,0,12,7
convert-float2-uchar2,1,2,6,1,2,4,3,1,1,8,0,6,1
median-test_5,2,3,13,2,9,12,5,1,1,0,0,18,63
sub_sat-uchar16,2,8,59,1,40,43,5,1,2,8,0,104,2147483647
select-ushort4,3,2,14,1,4,8,3,1,2,8,0,22,511
select-ushort2,3,2,9,1,2,6,3,1,1,8,0,11,7
select-ushort3,4,2,15,1,4,8,3,1,2,8,0,23,511
load_with_2_bounds_same_dim,2,8,27,1,8,11,3,1,1,8,0,40,16383
convert-float4-ushort4_sat,7,4,56,1,44,46,6,1,2,15,0,112,2147483647
select-ushort8,3,4,24,1,8,12,3,1,2,15,0,44,2097151
atan-float2,1,2,6,1,2,4,3,1,1,7,2,6,1
atan-float3,1,3,8,1,3,5,3,1,1,15,3,9,3
convert-uint8-uchar8,1,8,10,1,0,2,2,1,1,7,0,16,127
atan-float4,1,4,10,1,4,6,3,1,1,15,4,12,7
atan-float8,1,8,18,1,8,10,3,1,1,15,8,24,127
convert-char4-uchar4,1,1,3,1,0,2,2,1,1,15,0,2,0
convert-float-ushort_sat_rtp,7,4,20,1,11,13,6,1,1,8,0,28,511
convert-float-ushort_sat_rtn,7,4,20,1,11,13,6,1,1,0,0,28,511
convert-uint4-int4,1,4,6,1,0,2,2,1,1,8,0,8,7
convert-float-ushort_sat_rte,7,4,20,1,11,13,6,1,1,6,0,28,511
store_2_char_bufs_lo_hi_2,3,4,20,1,8,11,3,1,1,2,0,32,8191
shufflevector-float-1-wide_pma,2,4,11,1,0,3,2,1,1,12,0,16,63
copysign-float,4,1,10,1,3,6,4,1,1,14,0,9,0
convert-float8-uint8,1,8,18,1,8,10,3,1,1,100,0,24,127
convert-short4-int4,1,2,8,1,4,6,3,1,1,15,0,10,7
select-uint,3,2,10,1,3,7,4,1,1,15,0,12,7
min-char2,2,2,9,1,4,7,4,1,1,15,0,10,3
min-char3,4,2,16,1,7,11,4,2,1,8,0,18,7
clamp-uchar8_scalar,4,8,33,1,22,26,5,1,1,0,0,54,4194303
min-char4,2,2,15,1,8,11,4,1,1,8,0,20,63
min-char8,2,4,27,1,16,19,4,1,1,0,0,40,16383
fold-select-into-load-short,2,8,19,1,8,10,3,1,1,8,0,32,16383
scatter-predicated,3,4,29,2,16,28,4,1,2,0,0,50,4194303
fp_to_uchar,1,1,4,1,1,3,3,1,1,2,0,3,0
pos-abs-add-int_pma,2,4,23,1,12,15,4,1,1,12,0,28,63
memcpy_1D,2,8,19,1,8,10,3,1,1,2,0,32,16383
max-ushort4,2,2,11,1,4,7,3,1,2,4,0,16,63
max-ushort3,4,2,12,1,3,7,3,2,1,0,0,14,7
max-ushort2,2,2,7,1,2,5,3,1,1,0,0,8,3
i16-acc-umax,1,1,4,2,1,4,3,1,1,8,0,3,0
max-ushort8,2,4,19,1,8,11,3,1,2,8,0,32,16383
convert-uchar16-short16,1,8,18,1,8,10,3,1,1,15,0,24,127
double_buf,3,4,29,1,21,24,6,1,1,12,1,48,1048575
abs-int2,1,2,6,1,2,4,3,1,1,7,0,6,1
abs-int3,1,3,8,1,3,5,3,1,1,7,0,9,3
abs-int4,1,4,10,1,4,6,3,1,1,4,0,12,7
convert-float8-char8_sat_rtp,6,8,95,1,80,82,5,1,2,8,0,208,2147483647
abs-int8,1,8,18,1,8,10,3,1,1,6,0,24,127
mul_hi-char2,3,1,8,1,2,5,4,1,1,14,0,7,0
add_sat-short16,4,16,77,1,56,59,4,1,1,4,0,192,2147483647
convert-uchar4-float4,1,2,8,1,4,6,3,1,1,3,0,10,7
mul_hi-char4,3,2,12,1,4,7,4,1,1,3,0,14,7
convert-uchar8-int8,3,4,12,1,4,7,3,2,1,8,0,13,3
bilinear-upsample-consts-pma,1,4,11,1,6,9,4,2,1,3,0,15,31
assert_pass,2,8,19,1,8,10,3,1,1,7,0,32,16383
convert-uint8-int8,1,8,10,1,0,2,2,1,1,8,0,16,127
convert-ushort16-int16,4,8,14,1,0,5,2,3,1,8,0,18,31
clamp-char,3,1,12,1,5,9,5,1,1,0,0,11,0
select-float,3,2,10,1,3,7,4,1,1,8,0,12,7
convert-float2-short2_sat_rtz,6,4,29,1,20,22,5,1,2,8,0,52,16777215
vec_step-uchar16,1,1,3,1,0,2,2,1,1,8,0,2,0
convert-float2-short2_sat_rtn,6,4,29,1,20,22,5,1,2,4,0,52,16777215
convert-uchar2-int2,3,1,6,1,1,4,3,2,1,3,0,4,-0.5
convert-float2-short2_sat_rte,6,4,29,1,20,22,5,1,2,3,0,52,16777215
clamp-ushort16_scalar,3,16,46,1,32,36,4,1,1,3,0,90,2147483647
select-float3,3,3,22,1,9,13,4,1,2,4,0,36,32767
trunc-float4,1,4,10,1,4,6,3,1,1,3,0,12,7
trunc-float3,1,3,8,1,3,5,3,1,1,8,0,9,3
trunc-float2,1,2,6,1,2,4,3,1,1,3,0,6,1
convert-uchar3-int3,3,2,6,1,0,3,2,2,1,3,0,5,0
iv-select-acc-eq-idx-innerLoop-i16,2,1,6,3,2,7,4,1,1,0,0,5,0
gather-float,2,8,20,1,4,7,5,1,1,12,0,32,8191
convert-int16-float16,2,8,36,1,16,20,3,2,1,8,0,48,8191
rotate-uint,2,2,9,1,4,7,4,1,1,3,0,10,3
rhadd-short2,3,2,12,1,6,9,4,1,1,3,0,14,7
rhadd-short3,3,3,17,1,9,12,4,1,1,14,0,22,63
rhadd-short4,3,4,20,1,12,15,4,1,1,3,0,28,511
is_iv_in_range,3,2,11,2,3,8,4,1,1,8,0,11,1
rhadd-short8,3,8,36,1,24,27,4,1,1,3,0,56,2097151
convert-ushort8-uchar8,1,4,6,1,0,2,2,1,1,3,0,8,7
clamp-short_scalar,3,1,9,1,2,6,4,1,1,8,0,8,0
mul_hi-char16,3,8,36,1,16,19,4,1,1,8,0,56,2097151
fdim-float4,2,4,19,1,8,11,4,1,1,12,0,24,63
scheduleRA-rollback_pma,3,2,46,1,36,40,12,1,2,10,0,80,2147483647
racc-short16_pma,1,8,18,2,8,11,6,1,2,2,0,32,32767
shl-const-non-imm-non-splatted-mask-int-wide_pma,9,8,26,1,8,10,3,1,1,2,0,32,127
fdim-float2,2,2,11,1,4,7,4,1,1,8,0,12,3
fdim-float3,2,3,15,1,6,9,4,1,1,8,0,18,15
fdim-float8,2,8,35,1,16,19,4,1,1,3,0,48,16383
clamp-uint2_scalar,3,2,12,1,4,8,4,1,1,8,0,14,7
convert-short8-uchar8,1,4,6,1,0,2,2,1,1,12,0,8,7
convert-float-int_rtz,1,1,4,1,1,3,3,1,1,12,0,3,0
mul_hi-short16,2,8,35,1,16,19,3,1,2,10,0,64,1073741823
bitselect-ushort4,4,2,19,1,8,12,4,1,1,8,0,24,63
bitselect-ushort2,4,2,12,1,4,8,4,1,1,0,0,12,1
bitselect-ushort3,5,2,20,1,8,12,4,1,1,12,0,24,31
convert-char16-int16,3,8,29,1,16,19,3,2,1,15,0,56,268435455
bitselect-ushort8,4,4,33,1,16,20,4,1,1,3,0,48,65535
convert-ushort16-char16,1,8,10,1,0,2,2,1,1,3,0,16,127
sign-float16,4,32,118,1,96,100,4,2,1,8,0,272,2147483647
convert-short-float_rtn,1,1,4,1,1,3,3,1,1,8,0,3,0
add-non-imm-1d-short_pma,2,8,19,1,8,10,3,1,1,4,0,32,16383
vec_step-uint,1,1,3,1,0,2,2,1,1,8,0,2,0
dl-accloop1-known-tc_pma,2,4,15,2,4,8,5,1,1,8,0,20,63
mul-basic-mixed-short-char-short_pma,2,8,43,1,24,27,4,1,1,4,0,72,1073741823
upsample-ushort,2,1,5,1,0,3,2,1,1,3,0,4,0
vec_step-int2,1,1,3,1,0,2,2,1,1,12,0,2,0
vec_step-int3,1,1,3,1,0,2,2,1,1,15,0,2,0
pos-abs-add-int-wide_pma,2,8,43,1,24,27,4,1,1,0,0,56,16383
convert-float8-ushort8_rtz,1,8,18,1,8,10,3,1,1,8,0,24,127
multi-acc-short8_pma,2,4,23,2,12,23,4,1,1,15,0,28,63
ashr-basic-int-1_pma,2,8,19,1,8,10,3,1,1,8,0,32,16383
min-uint2,2,2,9,1,2,5,3,1,1,3,0,10,3
min-uint3,2,3,12,1,3,6,3,1,1,8,0,15,15
convert-float8-ushort8_rtn,1,8,18,1,8,10,3,1,1,10,0,24,127
clamp-ushort8_scalar,3,8,26,1,16,20,4,1,1,3,0,46,2097151
rshift_sat_pos_h_uu,4,8,54,1,16,22,3,2,1,15,0,80,134217727
min-uint4,2,4,15,1,4,7,3,1,1,7,0,20,63
convert-float8-ushort8_rte,1,8,18,1,8,10,3,1,1,15,0,24,127
convert-float-int_rtn,1,1,4,1,1,3,3,1,1,8,0,3,0
min-uint8,2,8,27,1,8,11,3,1,1,0,0,40,16383
convert-int2-float2_rtn,11,6,62,1,48,50,9,1,2,8,0,108,2147483647
bitselect-float2,4,2,19,1,8,12,4,1,1,12,0,24,63
bitselect-float3,4,3,26,1,12,16,4,1,1,12,0,36,2047
bitselect-float4,4,4,33,1,16,20,4,1,1,8,0,48,65535
bitselect-float8,4,8,61,1,32,36,4,1,1,8,0,96,2147483647
convert-int2-float2_rte,1,2,6,1,2,4,3,1,1,12,0,6,1
convert-int2-float2_rtz,8,4,41,1,30,32,7,1,2,8,0,70,1073741823
convert-ushort8-short8,1,4,6,1,0,2,2,1,1,8,0,8,7
convert-int2-float2_rtp,11,6,62,1,48,50,9,1,2,4,0,108,2147483647
pma_acopy_3D2_deprecatedAPI,2,8,19,1,8,10,3,1,1,7,0,32,16383
dl-accloop1_pma,2,4,15,2,4,8,5,1,1,4,0,20,63
pos-abs-int_pma,2,4,20,1,8,12,3,2,1,8,0,24,31
hsub_short,2,1,6,1,1,4,3,1,1,15,0,5,0
step_scalar-float8,3,16,37,1,24,27,4,1,1,0,0,73,2147483647
rhadd-char3,6,2,18,1,7,11,4,2,1,0,0,18,1
select-ushort16,3,8,44,1,16,20,3,1,2,12,0,88,2147483647
add-interlace-1d-short_pma,3,4,16,1,8,10,3,1,1,2,0,28,8191
convert-char8-float8_rtz,2,8,23,1,16,18,5,1,1,12,0,36,16383
convert-short16-float16_rtn,1,8,27,1,16,19,3,2,1,3,0,40,16383
convert-char8-float8_rtp,2,8,23,1,16,18,5,1,1,12,0,36,16383
store-1-byte-x2,3,2,8,1,2,5,3,2,1,0,0,7,0
i16-acc-dot_prod_add,2,1,6,2,1,5,3,1,1,15,0,5,0
sign-float,3,4,11,1,6,8,4,1,1,10,0,17,127
convert-short16-float16_rtz,1,8,27,1,16,19,3,2,1,7,0,40,16383
convert-char8-float8_rtn,2,8,23,1,16,18,5,1,1,8,0,36,16383
convert-short16-float16_rtp,1,8,27,1,16,19,3,2,1,3,0,40,16383
convert-uint16-uchar16,2,8,19,1,0,3,2,1,1,7,0,32,16383
convert-char8-float8_rte,2,8,23,1,16,18,5,1,1,3,0,36,16383
add-non-splat-non-imm-1d-int2_pma,3,2,8,1,2,4,3,1,1,2,0,8,1
native_log10-float4,2,4,15,1,8,10,4,1,1,12,8,20,63
native_log10-float3,2,3,12,1,6,8,4,1,1,12,6,15,15
native_log10-float2,2,2,9,1,4,6,4,1,1,12,4,10,3
convert-char3-float3_rte,2,4,12,1,7,9,5,1,1,12,0,16,31
abs-diff-int,2,8,27,1,8,11,3,1,1,2,0,40,16383
convert-uchar8-float8_rte,1,4,14,1,8,10,3,1,1,12,0,20,127
gather-dynamic-mixed-bounds,1,1,5,1,0,3,4,1,1,3,0,4,0
all-int8,2,8,19,1,8,10,9,1,1,6,0,25,127
fp_to_ushort,1,1,4,1,1,3,3,1,1,12,0,3,0
all-int2,2,2,7,1,2,4,4,1,1,8,0,7,1
convert-uchar8-float8_rtp,1,4,14,1,8,10,3,1,1,15,0,20,127
