Test,n_sources,max_out_degree,n_nodes,max_instances,n_compute,n_instances,g_diam,n_sinks,median_out_degree,config,n_math,n_edges,n_cycles
mul_hi-ushort16,2,8,35,1,16,19,3,1,2,12,0,64,1073741823
convert-ushort2-uint2,3,1,5,1,0,3,2,2,1,12,0,3,-0.5
iv-select-acc-eq-idx-innerLoop-irVal-multiUse,2,3,8,3,4,10,4,1,1,100,0,10,7
convert-short4-float4_rte,1,2,8,1,4,6,3,1,1,12,0,10,7
mad_sat-short3,5,3,24,1,12,16,6,1,1,3,0,33,1023
abs-int16,2,8,36,1,16,20,3,2,1,12,0,48,8191
convert-short4-float4_rtn,1,2,8,1,4,6,3,1,1,9,0,10,7
convert-short4-float4_rtp,1,2,8,1,4,6,3,1,1,9,0,10,7
sub_sat-uchar2,2,2,10,1,5,8,5,1,1,12,0,13,15
convert-short4-float4_rtz,1,2,8,1,4,6,3,1,1,3,0,10,7
convert-float4-uchar4_sat_rtp,7,4,56,1,44,46,6,1,2,8,0,112,2147483647
convert-uchar3-uint3,3,2,6,1,0,3,2,2,1,12,0,5,0
upsample-uchar,4,1,10,1,3,6,4,1,1,12,0,9,0
convert-int2-uint2,1,2,4,1,0,2,2,1,1,3,0,4,1
convert-float4-uchar4_sat_rtz,7,4,56,1,44,46,6,1,2,12,0,112,2147483647
add-basic-float-1_pma,2,8,27,1,8,11,3,1,1,4,0,40,16383
fmax-basic-float-1_pma,2,8,27,1,8,11,3,1,1,2,0,40,16383
convert-float4-uchar4_sat_rte,7,4,56,1,44,46,6,1,2,8,0,112,2147483647
convert-uchar16-float16,1,8,27,1,16,19,3,2,1,8,0,40,16383
i16-acc-add-char-x,2,1,6,2,1,5,3,1,1,2,0,5,0
i16-acc-add-char-y,2,1,6,2,1,5,3,1,1,12,0,5,0
a-plus-b-unaligned-int,2,2,9,1,2,5,3,1,1,7,0,10,3
convert-float4-uchar4_sat_rtn,7,4,56,1,44,46,6,1,2,12,0,112,2147483647
convert-short2-int2,1,2,5,1,2,4,3,1,1,8,0,5,1
outer_loop_acc_simple_with_outer_init-i16,4,1,10,3,3,9,4,1,1,4,0,9,0
convert-float3-uchar3,1,3,8,1,3,5,3,1,1,12,0,9,3
rotate-char16,3,16,92,1,72,75,6,1,1,8,0,136,2147483647
add_low_rshift_sat_h_ii,3,8,28,1,8,12,3,1,1,2,0,48,2097151
add_low_rshift_sat_h_iu,3,4,16,1,4,8,3,1,1,8,0,24,511
mul-basic-extended-short-short-int_pma,2,4,19,1,8,11,3,1,2,12,0,32,16383
add_sat-uint16,5,16,87,1,48,54,4,2,1,8,0,144,2147483647
masked_store_splat_big_ref_splitLeftRigh,6,8,74,2,34,56,6,2,1,8,0,102,536870911
convert-char2-ushort2,1,1,4,1,1,3,3,1,1,3,0,3,0
cmp-basic-char16-1_pma,10,8,35,1,16,18,4,1,1,15,0,48,16383
upsample-ushort4,3,4,12,1,4,7,3,1,2,8,0,20,511
convert-float4-short4_rte,1,4,10,1,4,6,3,1,1,15,0,12,7
mul_hi-short8,2,4,19,1,8,11,3,1,2,8,0,32,16383
convert-ushort8-uint8,3,4,8,1,0,3,2,2,1,8,0,9,3
convert-short-float_rtp,1,1,4,1,1,3,3,1,1,15,0,3,0
mul_hi-short2,2,2,7,1,2,5,3,1,1,12,0,8,3
mul_hi-short3,4,2,12,1,3,7,3,2,1,3,0,14,7
mix-float,3,2,10,1,3,7,5,1,1,3,0,10,1
convert-float4-short4_rtn,1,4,10,1,4,6,3,1,1,7,0,12,7
mul_hi-short4,2,2,11,1,4,7,3,1,2,9,0,16,63
convert-short-float_rtz,1,1,4,1,1,3,3,1,1,0,0,3,0
convert-short-float_rte,1,1,4,1,1,3,3,1,1,0,0,3,0
convert-float4-short4_rtp,1,4,10,1,4,6,3,1,1,8,0,12,7
combine-iv-and-data-conditions-4,2,3,10,2,5,10,4,1,1,15,0,15,63
combine-iv-and-data-conditions-5,3,2,9,2,3,7,4,1,1,8,0,10,3
combine-iv-and-data-conditions-2,2,3,9,2,4,8,3,1,1,8,0,13,31
combine-iv-and-data-conditions-3,2,3,10,2,5,10,3,1,1,100,0,15,63
convert-float4-short4_rtz,1,4,10,1,4,6,3,1,1,8,0,12,7
add-1d-char_pma,2,8,27,1,8,11,3,1,1,8,0,40,16383
add-non-splat-non-imm-1d-char8_pma,3,4,12,1,4,6,3,1,1,2,0,16,31
rhadd-char8,3,4,24,1,12,15,4,1,1,3,0,32,511
add_low_rshift_sat_h_uu,3,8,28,1,8,12,3,1,1,8,0,48,2097151
events_array,2,8,27,1,8,11,3,1,1,12,0,40,16383
events_struct,2,8,27,1,8,11,3,1,1,15,0,40,16383
rhadd-char2,3,1,9,1,3,6,4,1,1,3,0,8,0
convert-int4-ushort4,1,4,6,1,0,2,2,1,1,3,0,8,7
rhadd-char4,3,2,14,1,6,9,4,1,1,15,0,16,7
clamp-uint4_scalar,3,4,18,1,8,12,4,1,1,3,0,26,511
iv-select-acc-eq-idx-outerLoop-ver2,2,1,6,3,2,8,4,1,1,8,0,5,0
hadd-ushort8,2,4,15,1,4,7,3,1,1,9,0,20,63
bitselect-short16,4,8,61,1,32,36,4,1,1,3,0,96,2147483647
shifts-multiple-const-non-imm-mask-int-2_pma,3,16,44,1,32,34,5,1,1,15,0,80,2147483647
shufflevector-float-1_pma,2,2,7,1,0,3,2,1,1,8,0,8,3
all-char3,6,2,14,1,5,8,6,2,1,3,0,14,1
clamp-int8_scalar,3,8,30,1,16,20,4,1,1,8,0,50,2097151
min-max-short-1_pma,2,4,31,1,20,23,4,1,1,15,0,56,67108863
convert-short8-float8,1,4,14,1,8,10,3,1,1,3,0,20,127
mul-basic-uchar-1_pma,2,8,27,1,8,11,3,1,1,9,0,40,16383
hadd-ushort3,4,2,11,1,2,6,3,2,1,3,0,11,1
add-interlace-1d-int2_pma,3,4,13,1,4,7,3,1,1,8,0,18,63
mad_hi-uint,3,4,15,1,8,12,5,1,1,3,0,22,255
hadd-ushort2,2,1,6,1,1,4,3,1,1,8,0,5,0
min-ushort16,2,8,35,1,16,19,3,1,2,3,0,64,1073741823
isequal-float4,2,4,19,1,8,11,4,1,1,12,0,24,63
isequal-float3,2,3,15,1,6,9,4,1,1,12,0,18,15
isequal-float2,2,2,11,1,4,7,4,1,1,12,0,12,3
clamp-uchar,3,1,9,1,2,6,4,1,1,7,0,8,0
convert-ushort3-float3_rtz,1,2,7,1,3,5,3,1,1,12,0,8,3
dot-char4-char4,2,2,12,1,5,8,4,1,1,12,0,13,3
convert-ushort3-float3_rtp,1,2,7,1,3,5,3,1,1,9,0,8,3
convert-ushort3-float3_rtn,1,2,7,1,3,5,3,1,1,12,0,8,3
abs-diff-char,2,8,27,1,8,11,3,1,1,12,0,40,16383
min-float8,2,8,27,1,8,11,3,1,1,0,0,40,16383
fp2int_rint_with_shift,2,8,19,1,8,10,3,1,1,8,0,32,16383
convert-ushort3-float3_rte,1,2,7,1,3,5,3,1,1,9,0,8,3
convert-ushort-short,1,1,3,1,0,2,2,1,1,9,0,2,0
min-float2,2,2,9,1,2,5,3,1,1,8,0,10,3
cross_loops_accumulation_add_v2i16,3,2,14,4,5,13,6,1,1,4,0,15,3
convert-uint3-short3,1,4,6,1,0,2,2,1,1,0,0,8,7
mult_rows_3D,3,16,45,1,32,35,5,1,1,2,0,81,2147483647
cospi-float,1,1,4,1,1,3,3,1,1,14,1,3,0
quadratic_1_vec4,7,8,72,1,52,55,8,1,1,4,4,116,2147483647
min_max_i16_one_instr,2,2,11,1,4,7,3,1,2,12,0,16,63
abs_diff-short2,2,2,7,1,2,5,3,1,1,0,0,8,3
abs_diff-short3,4,2,12,1,3,7,3,2,1,0,0,14,7
abs_diff-short16,2,8,35,1,16,19,3,1,2,0,0,64,1073741823
mad_hi-uint4,3,4,48,1,32,36,5,1,1,12,0,88,2147483647
min-uchar8,2,4,19,1,8,11,3,1,2,0,0,32,16383
mad_hi-uint2,3,4,26,1,16,20,5,1,1,12,0,44,524287
abs_diff-short4,2,2,11,1,4,7,3,1,2,0,0,16,63
convert-ushort4-int4,3,2,6,1,0,3,2,2,1,8,0,5,0
min-uchar4,2,2,11,1,4,7,3,1,2,12,0,16,63
convert-uchar2-float2,1,2,5,1,2,4,3,1,1,7,0,5,1
abs_diff-short8,2,4,19,1,8,11,3,1,2,8,0,32,16383
rhadd-ushort16,3,16,52,1,32,35,4,1,1,12,0,96,2147483647
min-uchar3,4,2,12,1,3,7,3,2,1,12,0,14,7
convert-uchar4-uint4,3,2,8,1,2,5,3,2,1,3,0,7,0
outer_loop_acc_simple_2D-i16,2,1,6,3,2,7,4,1,1,15,0,5,0
sub-transformations-abs-pos-sat-char-1_pma,2,8,99,1,80,83,8,1,1,8,0,152,2147483647
clamp-short3_scalar,4,3,17,1,8,12,4,1,1,14,0,24,255
clamp-char16_scalar,3,16,56,1,42,46,5,1,1,10,0,100,2147483647
combine_loads_stores_test3,2,8,19,1,8,10,3,1,1,12,0,32,16383
cmp-masked-float4_pma,6,4,23,1,8,12,4,2,1,3,0,33,2047
convert-char-uchar,1,1,3,1,0,2,2,1,1,7,0,2,0
accumulate-short16_pma,1,8,18,2,8,18,3,1,1,15,0,24,127
iv_select_fp,3,2,8,2,2,6,3,1,1,12,0,8,1
iv-select-acc-simple-i16,1,1,4,3,1,5,3,1,1,10,0,3,0
outer_loop_acc_simple_with_outer_init,4,2,11,3,4,10,4,1,1,15,0,12,3
cross_loops_accumulation_add_4D_2Loops_TS,3,8,28,4,12,20,7,1,1,5,0,36,511
convert-int16-short16,2,8,19,1,0,3,2,1,1,15,0,32,16383
store-12-bytes,4,3,9,1,3,5,3,1,1,8,0,10,3
gather-mode2-char,9,8,91,1,64,68,12,1,1,3,0,160,2147483647
signbit-float8,2,8,19,1,8,10,3,1,1,10,0,32,16383
cross_loops_accumulation_add_4D_2Loops_acc,3,8,28,4,12,20,7,1,1,10,0,36,511
gather-movable-base-nested-loops,1,1,5,1,0,3,4,1,1,8,0,4,0
convert-float16-short16_rtn,2,8,35,1,16,19,3,1,1,8,0,48,16383
signbit-float3,4,3,11,1,3,6,3,2,1,8,0,13,7
signbit-float2,2,2,7,1,2,4,3,1,1,12,0,8,3
convert-float16-short16_rte,2,8,35,1,16,19,3,1,1,8,0,48,16383
signbit-float4,2,4,11,1,4,6,3,1,1,8,0,16,63
convert-float16-short16_rtz,2,8,35,1,16,19,3,1,1,12,0,48,16383
isgreaterequal-float16,4,8,70,1,32,38,4,2,1,0,0,96,134217727
unaligned-store-short-offset-0-width-24,2,4,13,1,6,8,3,1,1,100,0,23,2047
convert-float16-short16_rtp,2,8,35,1,16,19,3,1,1,3,0,48,16383
sub-basic-float-1_pma,2,8,27,1,8,11,3,1,1,2,0,40,16383
convert-int3-float3_rtz,8,4,57,1,45,47,7,1,2,3,0,105,2147483647
convert-float-ushort_rtz,1,1,4,1,1,3,3,1,1,12,0,3,0
convert-float-ushort_rtp,1,1,4,1,1,3,3,1,1,3,0,3,0
convert-float-ushort_rtn,1,1,4,1,1,3,3,1,1,3,0,3,0
bitselect-char16,4,8,61,1,32,36,4,1,1,3,0,96,2147483647
convert-int3-float3_rtn,11,6,87,1,72,74,9,1,2,100,0,162,2147483647
i16-acc-add-3op,2,1,6,2,1,5,3,1,1,2,0,5,0
convert-uchar2-float2_rtz,1,2,5,1,2,4,3,1,1,12,0,5,1
convert-float-ushort_rte,1,1,4,1,1,3,3,1,1,12,0,3,0
cmp-select-float-char_pma,4,8,37,1,16,19,4,1,1,3,0,64,268435455
convert-int3-float3_rte,1,3,8,1,3,5,3,1,1,8,0,9,3
srl_shl_add_opt,9,4,28,1,10,13,4,1,1,8,0,34,127
convert-uint16-char16,2,8,19,1,0,3,2,1,1,3,0,32,16383
add-2d-char_pma,2,8,27,1,8,11,3,1,1,8,0,40,16383
abs-short4,1,2,8,1,4,6,3,1,1,12,0,10,7
abs-short3,3,2,9,1,3,6,3,2,1,12,0,9,1
abs-short2,1,2,5,1,2,4,3,1,1,12,0,5,1
abs-short8,1,4,14,1,8,10,3,1,1,8,0,20,127
rhadd-int4,5,8,62,1,48,51,6,1,1,14,0,108,2147483647
rhadd-int3,5,6,48,1,36,39,6,1,1,14,0,81,2147483647
rhadd-int2,5,4,34,1,24,27,6,1,1,14,0,54,2097151
cmp-basic-int4-1_pma,5,4,18,1,8,10,4,1,1,2,0,20,7
convert-float2-uchar2_sat_rtn,7,4,32,1,22,24,6,1,2,8,0,56,33554431
convert-float4-int4,1,4,10,1,4,6,3,1,1,14,0,12,7
convert-float2-uchar2_sat_rte,7,4,32,1,22,24,6,1,2,12,0,56,33554431
linearize,8,2,22,1,10,13,7,1,1,12,0,25,15
rhadd-int8,5,16,118,1,96,99,6,1,1,3,0,216,2147483647
convert-float2-uchar2_sat_rtz,7,4,32,1,22,24,6,1,2,12,0,56,33554431
i16-acc-smin,2,1,5,2,1,4,3,1,1,2,0,4,0
select-uchar8,3,4,36,1,20,24,4,1,1,8,0,56,2097151
ushort_to_fp,1,1,4,1,1,3,3,1,1,2,0,3,0
convert-float2-uchar2_sat_rtp,7,4,32,1,22,24,6,1,2,8,0,56,33554431
select-uchar4,3,2,20,1,10,14,4,1,1,8,0,28,511
select-uchar3,3,2,20,1,10,14,4,1,1,8,0,28,511
select-uchar2,3,2,12,1,5,9,4,1,1,12,0,14,7
convert-uchar16-float16_rte,1,8,27,1,16,19,3,2,1,7,0,40,16383
convert-uchar16-float16_rtn,1,8,27,1,16,19,3,2,1,0,0,40,16383
convert-ushort16-uint16,4,8,14,1,0,5,2,3,1,8,0,18,31
clamp-char16,3,8,84,1,56,60,5,1,1,12,0,128,2147483647
mul24-uint8,2,8,43,1,24,27,3,1,1,8,0,88,2147483647
convert-uchar16-float16_rtp,1,8,27,1,16,19,3,2,1,3,0,40,16383
mul24-uint4,2,4,23,1,12,15,3,1,1,8,0,44,4194303
convert-uchar16-float16_rtz,1,8,27,1,16,19,3,2,1,0,0,40,16383
mul24-uint2,2,3,13,1,6,9,3,1,1,8,0,22,1023
mul24-uint3,2,4,23,1,12,15,3,1,1,12,0,44,4194303
store-7-bytes-same-operation,3,3,11,1,4,6,3,1,1,2,0,15,31
mad_hi-int4,3,4,48,1,32,36,5,1,1,8,0,88,2147483647
mad_hi-int3,3,4,37,1,24,28,5,1,1,12,0,66,1073741823
mad_hi-int2,3,4,26,1,16,20,5,1,1,12,0,44,524287
iv-select-acc-eq-idx-outerLoop-ver2-i16,2,2,7,3,3,9,4,1,1,14,0,7,1
hadd_noExtendType_MSBNotSet_SRL,3,2,9,1,3,6,4,1,1,8,0,9,1
assert-assume-pass-pma,2,8,27,1,8,11,3,1,1,10,0,40,16383
add_short8,5,4,14,1,4,6,3,1,1,12,0,16,7
mad_hi-int8,3,8,92,1,64,68,5,1,1,12,0,176,2147483647
add-2d-char-imm_pma,2,8,19,1,8,10,3,1,1,2,0,32,16383
cmp-basic-int-1_pma,2,8,19,1,8,10,3,1,1,12,0,32,16383
vec_step-ushort8,1,1,3,1,0,2,2,1,1,12,0,2,0
convert-uchar3-char3,1,1,3,1,0,2,2,1,1,12,0,2,0
vec_step-ushort4,1,1,3,1,0,2,2,1,1,12,0,2,0
vec_step-ushort3,1,1,3,1,0,2,2,1,1,9,0,2,0
vec_step-ushort2,1,1,3,1,0,2,2,1,1,0,0,2,0
avg_add_i16_signed_sclr,3,1,8,1,2,5,4,1,1,8,1,7,0
lshr-basic-ushort-1_pma,2,8,19,1,8,10,3,1,1,8,0,32,16383
convert-float4-int4_rtn,1,4,10,1,4,6,3,1,1,15,0,12,7
convert-float4-int4_rte,1,4,10,1,4,6,3,1,1,3,0,12,7
convert-float4-int4_rtz,1,4,10,1,4,6,3,1,1,12,0,12,7
ldexp-float3,2,3,18,1,9,12,5,1,1,7,3,21,15
ldexp-float4,2,4,23,1,12,15,5,1,1,14,4,28,63
convert-float4-int4_rtp,1,4,10,1,4,6,3,1,1,0,0,12,7
add-2d-imperfect_pma,3,5,15,1,5,9,3,2,1,14,0,20,63
convert-float-char_sat_rtp,6,4,18,1,10,12,5,1,1,8,0,26,511
racc-char64_pma,2,16,66,2,31,50,7,1,1,0,0,95,1073741823
add-non-splat-non-imm-1d-int4_pma,5,4,14,1,4,6,3,1,1,14,0,16,7
dot_prod_i32_v2i8_v2i8_acc,2,2,12,2,5,9,4,1,1,8,0,13,3
convert-float-char_sat_rtz,6,4,18,1,10,12,5,1,1,7,0,26,511
masked_store_splat_1_host_cond_noStore,3,4,25,2,12,20,4,1,1,8,0,38,16383
convert-float-char_sat_rte,6,4,18,1,10,12,5,1,1,15,0,26,511
native_exp10-float,2,1,5,1,1,3,3,1,1,0,1,4,0
shl-const-non-imm-mask-int-wide_pma,2,8,19,1,8,10,3,1,1,4,0,32,16383
convert-float-char_sat_rtn,6,4,18,1,10,12,5,1,1,12,0,26,511
mul-basic-extended-short-short-int-wide_pma,2,4,19,1,8,11,3,1,2,15,0,32,16383
convert-uint2-ushort2,1,2,4,1,0,2,2,1,1,12,0,4,1
unaligned-store-short-offset-2-width-4,2,2,7,1,2,5,3,1,1,15,0,8,3
cross_loops_accumulation_add_4D,4,8,33,4,14,24,7,1,1,10,0,42,1023
convert-ushort2-uchar2,1,1,3,1,0,2,2,1,1,3,0,2,0
gather-int,3,8,23,1,5,9,6,1,1,12,0,35,8191
add_rshift_sat_b_iu,3,4,16,1,4,8,3,1,1,8,0,24,511
store-3-bytes,4,3,9,1,3,5,3,1,1,12,0,10,3
racc-short4_pma,1,2,6,2,2,5,4,1,1,7,0,6,1
mad_hi-uint3,3,4,37,1,24,28,5,1,1,8,0,66,1073741823
clamp-ushort8,3,4,32,1,16,20,4,1,1,3,0,52,2097151
convert-uint16-float16_rte,2,8,36,1,16,20,3,2,1,3,0,48,8191
clamp-ushort4,3,2,18,1,8,12,4,1,2,7,0,26,511
add_rshift_sat_b_ii,3,2,10,1,2,6,3,1,1,12,0,12,7
clamp-ushort3,5,2,18,1,6,11,4,2,1,3,0,22,31
unfold-select-into-load2,5,1,12,1,4,7,6,1,1,6,0,11,0
unfold-select-into-load1,3,1,8,2,3,6,5,1,1,3,0,7,0
mul24-int,3,4,13,1,7,10,5,1,1,14,0,19,127
add-sat-imm-add-non-imm-1d-char_pma,6,16,73,1,57,60,4,2,2,8,0,161,2147483647
iv-select-acc-eq-idx-outerLoop-i16,2,1,6,3,2,8,4,1,1,8,0,5,0
convert-float3-uint3,1,3,8,1,3,5,3,1,1,100,0,9,3
mult_rows_2D,3,16,45,1,32,35,5,1,1,12,0,81,2147483647
hadd-ushort,2,1,6,1,1,4,3,1,1,4,0,5,0
mad_sat-uchar16,4,16,77,1,48,52,5,1,1,8,0,136,2147483647
convert-int4-uint4,1,4,6,1,0,2,2,1,1,15,0,8,7
signbit-float16,3,16,37,1,16,20,3,2,1,12,0,64,268435455
convert-uchar-float_rtn,1,1,4,1,1,3,3,1,1,0,0,3,0
scatter-with-bounds-ydim,3,1,7,1,1,4,3,1,1,6,0,6,0
all-short4,4,2,11,1,4,7,5,2,1,8,0,11,1
convert-uchar-float_rte,1,1,4,1,1,3,3,1,1,0,0,3,0
trunc-float,1,1,4,1,1,3,3,1,1,0,0,3,0
all-short2,4,1,8,1,2,5,4,2,1,12,0,6,-0.5
convert-uchar-float_rtp,1,1,4,1,1,3,3,1,1,12,0,3,0
clamp-short,3,1,9,1,2,6,4,1,1,0,0,8,0
acc-and-timeshift,2,2,7,2,2,7,3,2,1,8,0,6,0
convert-float8-int8_sat_rte,6,8,87,1,72,74,4,1,2,4,0,200,2147483647
iv-select-acc-lt-idx-innerLoop-i16,2,1,6,3,2,7,4,1,1,4,0,5,0
convert-float8-int8_sat_rtn,6,8,87,1,72,74,4,1,2,12,0,200,2147483647
convert-float8-int8_sat_rtp,6,8,87,1,72,74,4,1,2,8,0,200,2147483647
mad24-int8,4,32,93,1,64,68,6,1,1,15,0,176,2147483647
add_sat-int3,5,6,42,1,30,33,5,1,2,4,0,84,2147483647
select-uchar16,3,8,68,1,40,44,4,1,1,7,0,112,2147483647
convert-ushort2-float2,1,2,5,1,2,4,3,1,1,0,0,5,1
convert-uchar-char,1,1,3,1,0,2,2,1,1,7,0,2,0
all-short8,4,4,17,1,8,11,9,2,1,8,0,21,31
mul-basic-short-1_pma,2,8,35,1,16,19,3,1,2,8,0,64,1073741823
min-float3,2,3,12,1,3,6,3,1,1,12,0,15,15
rhadd-ushort4,3,4,16,1,8,11,4,1,1,12,0,24,511
min-uchar,2,1,6,1,1,4,3,1,1,3,0,5,0
uint_to_fp,1,1,4,1,1,3,3,1,1,15,0,3,0
convert-float-ushort_sat,7,4,20,1,11,13,6,1,1,0,0,28,511
fmin-basic-float-1_pma,2,8,27,1,8,11,3,1,1,12,0,40,16383
convert-float8-uchar8_rte,1,8,18,1,8,10,3,1,1,8,0,24,127
shl-basic-int-1_pma,3,8,12,1,0,3,2,2,1,7,0,17,63
convert-float8-uchar8_rtn,1,8,18,1,8,10,3,1,1,0,0,24,127
convert-float8-uchar8_rtp,1,8,18,1,8,10,3,1,1,8,0,24,127
convert-float8-uchar8_rtz,1,8,18,1,8,10,3,1,1,12,0,24,127
mul-hi-short-1_pma,2,8,35,1,16,19,3,1,2,1,0,64,1073741823
hadd-int4,2,4,15,1,4,7,3,1,1,12,0,20,63
upsample-char4,3,2,14,1,6,9,4,1,1,14,0,16,7
convert-short3-uint3,1,2,7,1,3,5,3,1,1,3,0,8,3
upsample-char2,3,1,9,1,3,6,4,1,1,0,0,8,0
upsample-char3,4,2,13,1,4,7,4,1,1,15,0,14,3
upsample-char8,3,4,24,1,12,15,4,1,1,0,0,32,511
convert-short8-float8_rte,1,4,14,1,8,10,3,1,1,13,0,20,127
record-no-alias_pma,2,8,19,1,8,10,3,1,1,8,0,32,16383
masked_store_splat_2_host_conds_noStore,3,4,25,2,12,20,4,1,1,8,0,38,16383
a-plus-b-wide2,2,8,27,1,8,11,3,1,1,7,0,40,16383
assert-assume-fail-2-pma,2,8,19,1,8,10,3,1,1,100,0,32,16383
convert-short8-float8_rtn,1,4,14,1,8,10,3,1,1,0,0,20,127
convert-float3-short3_sat,6,4,40,1,30,32,5,1,2,0,0,78,2147483647
hadd-int16,4,8,54,1,16,22,3,2,1,12,0,80,134217727
convert-short8-float8_rtp,1,4,14,1,8,10,3,1,1,8,0,20,127
convert-short8-float8_rtz,1,4,14,1,8,10,3,1,1,8,0,20,127
convert-float16-char16_rtn,2,8,35,1,16,19,3,1,1,8,0,48,16383
atan2-float8,2,8,35,1,16,19,3,1,2,12,16,64,1073741823
min-int16,4,8,54,1,16,22,3,2,1,15,0,80,134217727
atan2-float2,1,4,10,1,4,6,3,1,2,14,4,16,127
convert-float16-char16_rte,2,8,35,1,16,19,3,1,1,12,0,48,16383
atan2-float4,1,8,18,1,8,10,3,1,2,8,8,32,32767
add_sat-uchar8,3,8,32,1,20,23,5,1,2,15,0,60,536870911
convert-float2-ushort2,1,2,6,1,2,4,3,1,1,8,0,6,1
add_sat-uchar4,3,4,18,1,10,13,5,1,2,12,0,30,8191
convert-char16-uchar16,1,7,9,1,0,2,2,1,1,8,0,14,63
mad_hi-uint8,3,8,92,1,64,68,5,1,1,8,0,176,2147483647
add_sat-uchar2,3,2,11,1,5,8,5,1,1,8,0,15,31
add_sat-uchar3,6,2,20,1,9,13,5,2,1,8,0,25,63
add_low_rshift_sat_b_ii,3,8,28,1,8,12,3,1,1,10,0,48,2097151
cmp-select-float-short_pma,4,8,37,1,16,19,4,1,1,8,0,64,268435455
convert-int4-char4,1,4,6,1,0,2,2,1,1,8,0,8,7
convert-uint-float,1,1,4,1,1,3,3,1,1,8,0,3,0
add_low_rshift_sat_b_iu,3,2,10,1,2,6,3,1,1,7,0,12,7
sub_sat-short8,4,8,41,1,28,31,4,1,1,12,0,96,2147483647
mesw-159553_pma,2,8,19,1,8,10,3,1,1,8,0,32,16383
sub_sat-short2,4,5,14,1,7,10,4,1,1,15,0,24,2047
scatter-char,5,1,9,1,1,5,3,2,1,7,0,7,-0.5
sub_sat-short4,4,5,23,1,14,17,4,1,1,12,0,48,67108863
convert-uchar16-ushort16,1,8,18,1,8,10,3,1,1,14,0,24,127
dot_prod_v2i16_v2i8_v2i8_acc_ver2,2,2,8,2,1,5,3,1,1,8,0,9,3
pos-abs-int-wide_pma,2,8,36,1,16,20,3,2,1,10,0,48,8191
iv-select-acc-lt-idx-outerLoop,2,1,6,3,2,8,4,1,1,10,0,5,0
cospi-float8,1,8,18,1,8,10,3,1,1,12,8,24,127
masked_load_int8,2,16,27,1,16,18,3,1,1,7,0,56,1073741823
rotate-uint16,4,8,102,1,64,70,4,2,1,12,0,160,2147483647
cospi-float4,1,4,10,1,4,6,3,1,1,12,4,12,7
cospi-float3,1,3,8,1,3,5,3,1,1,12,3,9,3
cospi-float2,1,2,6,1,2,4,3,1,1,8,2,6,1
rhadd-uchar,4,1,10,1,3,6,5,1,1,8,0,9,0
convert-char2-int2,3,2,7,1,2,4,3,1,1,8,0,7,1
convert-uint3-char3,1,4,6,1,0,2,2,1,1,7,0,8,7
signbit-float,2,1,5,1,1,3,3,1,1,4,0,4,0
printf-pma,2,8,27,1,8,11,3,1,1,12,0,40,16383
ashr-basic-short-1_pma,2,8,19,1,8,10,3,1,1,3,0,32,16383
cmp-basic-short8-2_pma,9,8,22,1,8,10,3,1,1,12,0,35,16383
convert-int3-uint3,1,4,6,1,0,2,2,1,1,12,0,8,7
rshift_sat_b_uu,2,2,9,1,2,5,3,1,1,0,0,10,3
sub_sat-char,4,3,14,1,7,10,5,1,1,9,0,19,63
convert-float-ushort_sat_rtz,7,4,20,1,11,13,6,1,1,0,0,28,511
convert-float-short,1,1,4,1,1,3,3,1,1,15,0,3,0
convert-char4-ushort4,1,2,6,1,2,4,3,1,1,7,0,6,1
acopy_1D,2,8,19,1,8,10,3,1,1,2,0,32,16383
rshift_sat_b_ii,2,4,15,1,4,7,3,1,1,4,0,20,63
clamp-uchar4_scalar,4,4,21,1,12,16,5,1,1,12,0,30,1023
ldexp-float2,2,2,13,1,6,9,5,1,1,6,2,14,3
hsub_int4,2,4,15,1,4,7,3,1,1,7,0,20,63
convert-int2-short2,1,2,4,1,0,2,2,1,1,4,0,4,1
convert-float8-short8_sat_rtz,6,8,95,1,80,82,5,1,2,8,0,208,2147483647
sub-transformations-none-none-sat-char-1_pma,5,8,58,1,44,47,5,1,2,4,0,124,2147483647
max-ushort16,2,8,35,1,16,19,3,1,2,8,0,64,1073741823
convert-float8-short8_sat_rtp,6,8,95,1,80,82,5,1,2,8,0,208,2147483647
i16-acc-sub_abs_diff-unsigned,2,1,6,2,1,5,3,1,1,15,0,5,0
a-mul-b,2,3,13,1,6,9,3,1,1,12,0,22,1023
max-ushort,2,1,6,1,1,4,3,1,1,0,0,5,0
convert-short3-uchar3,1,2,4,1,0,2,2,1,1,8,0,4,1
isgreater-float16,4,8,70,1,32,38,4,2,1,8,0,96,134217727
sub_sat-uchar,3,2,10,1,4,7,5,1,1,12,0,11,3
outer_loop_acc_simple-i16,2,1,6,3,2,7,4,1,1,10,0,5,0
ldexp-float8,2,8,43,1,24,27,5,1,1,12,8,56,16383
min-max-char-1_pma,2,8,83,1,64,67,5,1,2,2,0,136,2147483647
convert-float4-char4_rte,1,4,10,1,4,6,3,1,1,12,0,12,7
rotate-int8,2,8,51,1,32,35,4,1,1,12,0,80,1073741823
rotate-int4,2,4,27,1,16,19,4,1,1,12,0,40,16383
convert-float4-char4_rtn,1,4,10,1,4,6,3,1,1,8,0,12,7
add-deinterlace-1d-int_pma,1,8,14,1,4,6,3,1,1,2,0,20,127
rotate-int2,2,2,15,1,8,11,4,1,1,4,0,20,63
