Test,n_sources,max_out_degree,n_nodes,max_instances,n_compute,n_instances,g_diam,n_sinks,median_out_degree,config,n_math,n_edges,n_cycles
rshift_sat_b_ii,2,4,15,1,4,7,3,1,1,2,0,20,16
clamp-uchar4_scalar,4,4,21,1,12,16,5,1,1,0,0,30,256
ldexp-float2,2,2,13,1,6,9,5,1,1,10,2,14,1
hsub_int4,2,4,15,1,4,7,3,1,1,14,0,20,16
convert-int2-short2,1,2,4,1,0,2,2,1,1,2,0,4,0.5
convert-float8-short8_sat_rtz,6,8,95,1,80,82,5,1,2,1,0,208,5.1923E+33
sub-transformations-none-none-sat-char-1_pma,5,8,58,1,44,47,5,1,2,2,0,124,3.68935E+19
max-ushort16,2,8,35,1,16,19,3,1,2,1,0,64,268435456
convert-float8-short8_sat_rtp,6,8,95,1,80,82,5,1,2,1,0,208,5.1923E+33
i16-acc-sub_abs_diff-unsigned,2,1,6,2,1,5,3,1,1,12,0,5,0.25
a-mul-b,2,3,13,1,6,9,3,1,1,0,0,22,256
max-ushort,2,1,6,1,1,4,3,1,1,3,0,5,0.25
convert-short3-uchar3,1,2,4,1,0,2,2,1,1,1,0,4,0.5
isgreater-float16,4,8,70,1,32,38,4,2,1,1,0,96,33554432
sub_sat-uchar,3,2,10,1,4,7,5,1,1,0,0,11,1
outer_loop_acc_simple-i16,2,1,6,3,2,7,4,1,1,9,0,5,0.25
ldexp-float8,2,8,43,1,24,27,5,1,1,0,8,56,4096
min-max-char-1_pma,2,8,83,1,64,67,5,1,2,11,0,136,4.5036E+15
convert-float4-char4_rte,1,4,10,1,4,6,3,1,1,0,0,12,2
rotate-int8,2,8,51,1,32,35,4,1,1,0,0,80,268435456
rotate-int4,2,4,27,1,16,19,4,1,1,0,0,40,4096
convert-float4-char4_rtn,1,4,10,1,4,6,3,1,1,1,0,12,2
add-deinterlace-1d-int_pma,1,8,14,1,4,6,3,1,1,11,0,20,32
rotate-int2,2,2,15,1,8,11,4,1,1,2,0,20,16
rotate-int3,2,3,21,1,12,15,4,1,1,0,0,30,256
convert-float4-char4_rtp,1,4,10,1,4,6,3,1,1,8,0,12,2
convert-float3-char3,1,3,8,1,3,5,3,1,1,8,0,9,1
convert-float4-char4_rtz,1,4,10,1,4,6,3,1,1,10,0,12,2
clamp-char8_scalar,3,8,32,1,22,26,5,1,1,14,0,52,524288
load_with_2_bounds_same_dim_2,2,8,27,1,8,11,3,1,1,1,0,40,4096
gather-dynamic-short8,1,4,8,1,0,3,4,1,1,2,0,10,2
sub_sat-uint,2,2,7,1,2,5,4,1,1,14,0,7,0.5
convert-ushort4-uint4,3,2,6,1,0,3,2,2,1,0,0,5,0.25
rhadd-ushort,3,1,8,1,2,5,4,1,1,0,0,7,0.25
convert-uint3-ushort3,1,4,6,1,0,2,2,1,1,0,0,8,2
World2Point,20,6,60,1,31,37,7,1,1,0,0,84,8388608
sub_reduce_type_sext,4,4,25,1,12,15,5,1,1,2,0,36,1024
sub-transformations-none-none-signed-sat-uchar-1_pma,4,8,41,1,28,31,6,1,1,2,0,64,4194304
avg_add_i16_unsigned_sclr,2,8,27,1,8,11,3,1,1,12,0,40,4096
iv-related-lsr,5,3,16,3,7,17,5,2,1,15,0,18,2
bitselect-uchar16,4,8,61,1,32,36,4,1,1,1,0,96,17179869184
hsub_char,3,1,10,1,4,7,5,1,1,3,0,9,0.25
mad_sat-uchar,4,1,11,1,3,7,5,1,1,1,0,10,0.25
convert-char2-float2,2,2,8,1,4,6,5,1,1,8,0,9,1
hadd_noExtendType_MSBNotSet_SRL_v2i16,3,2,9,1,3,6,4,1,1,14,0,9,0.5
convert-char3-uchar3,1,1,3,1,0,2,2,1,1,1,0,2,0.25
convert-float16-uint16,2,8,36,1,16,20,3,2,1,100,0,48,2048
convert-short-char,1,1,3,1,0,2,2,1,1,1,0,2,0.25
add_float3,4,3,14,1,6,8,5,1,1,14,0,15,1
mul-basic-mixed-int-char-int_pma,4,8,49,1,32,35,4,1,1,2,0,100,1.1259E+15
accumulate-short8-int8_pma,1,4,22,2,16,26,4,1,1,15,0,28,32
vec_step-float8,1,1,3,1,0,2,2,1,1,0,0,2,0.25
mul-hi-char-1_pma,3,8,36,1,16,19,4,1,1,9,0,56,524288
vec_step-float4,1,1,3,1,0,2,2,1,1,3,0,2,0.25
convert-uchar8-float8,1,4,14,1,8,10,3,1,1,3,0,20,32
vec_step-float3,1,1,3,1,0,2,2,1,1,3,0,2,0.25
vec_step-float2,1,1,3,1,0,2,2,1,1,3,0,2,0.25
convert-float-uchar_sat,7,4,20,1,11,13,6,1,1,15,0,28,128
mul-hi-short-2_pma,2,8,35,1,16,19,3,1,2,10,0,64,268435456
gather-struct,1,8,13,1,0,3,4,1,1,10,0,20,64
gather-char-with-condition2,1,8,19,1,0,3,4,1,1,10,0,32,4096
gather-char-with-condition3,6,16,55,1,40,42,4,1,1,3,0,96,1.09951E+12
cmp-basic-float-short_pma,2,8,19,1,8,10,3,1,1,3,0,32,4096
fp2int_floor_with_shift,2,8,19,1,8,10,3,1,1,3,0,32,4096
convert-uchar4-ushort4,1,2,6,1,2,4,3,1,1,3,0,6,0.5
convert-char-ushort,1,1,4,1,1,3,3,1,1,3,0,3,0.25
rhadd-int,5,3,20,1,12,15,6,1,1,3,0,27,64
iv-select-acc-eq-idx-innerLoop,2,1,6,3,2,7,4,1,1,12,0,5,0.25
convert-float-char,1,1,4,1,1,3,3,1,1,1,0,3,0.25
clamp-uchar3_scalar,6,3,21,1,10,15,5,2,1,0,0,26,16
convert-short2-char2,1,1,3,1,0,2,2,1,1,3,0,2,0.25
cmp-basic-uint4-1_pma,5,3,16,1,6,9,4,1,1,14,0,17,1
add-non-splat-imm-1d-short8_pma,5,4,14,1,4,6,3,1,1,14,0,16,2
masked_store_splat_iv_compare_2,5,4,33,3,19,28,4,1,1,0,0,54,1048576
masked_store_splat_iv_compare_3,2,4,27,2,16,23,4,1,1,3,0,48,1048576
mad_sat-ushort4,4,4,19,1,8,12,4,1,2,1,0,30,1024
mad_sat-ushort2,4,2,12,1,4,8,4,1,1,14,0,15,4
mad_sat-ushort3,4,3,17,1,6,10,4,1,1,1,0,24,64
any-char4,6,2,16,1,7,10,6,2,1,1,0,18,2
mad_sat-ushort8,4,8,33,1,16,20,4,1,1,14,0,60,67108864
cross_loops_accumulation_smax,4,2,15,4,5,13,6,1,1,3,0,17,2
clamp-uchar2_scalar,4,2,15,1,7,11,5,1,1,3,0,18,4
convert-int4-float4_rte,1,4,10,1,4,6,3,1,1,14,0,12,2
abs_diff-char3,4,2,12,1,3,7,3,2,1,5,0,12,0.5
abs_diff-char2,2,1,6,1,1,4,3,1,1,3,0,5,0.25
abs_diff-char4,2,2,9,1,2,5,3,1,1,14,0,10,1
gather-char-with-condition,1,8,19,1,0,3,4,1,1,3,0,32,4096
convert-int4-float4_rtp,11,8,112,1,96,98,9,1,2,100,0,216,1.01412E+31
convert-int4-float4_rtz,8,4,73,1,60,62,7,1,2,2,0,140,7.3787E+19
convert-float3-short3_sat_rtz,6,4,40,1,30,32,5,1,2,3,0,78,1.37439E+11
select-int,3,2,10,1,3,7,4,1,1,3,0,12,2
convert-float3-short3_sat_rtp,6,4,40,1,30,32,5,1,2,1,0,78,1.37439E+11
convert-float3-short3_sat_rtn,6,4,40,1,30,32,5,1,2,12,0,78,1.37439E+11
bitselect-short2,4,2,12,1,4,8,4,1,1,1,0,12,0.5
mesw-10263_with_unaligned_store,7,8,43,1,16,22,3,2,1,3,0,68,16777216
convert-float3-short3_sat_rte,6,4,40,1,30,32,5,1,2,12,0,78,1.37439E+11
bitselect-short8,4,4,33,1,16,20,4,1,1,5,0,48,16384
mad_hi-int,3,4,15,1,8,12,5,1,1,8,0,22,64
clamp-ushort4_scalar,3,4,16,1,8,12,4,1,1,8,0,24,128
iv-modulo-2-2D-anded,4,2,13,3,7,12,5,1,1,1,0,14,1
convert-float2-uchar2_rte,1,2,6,1,2,4,3,1,1,12,0,6,0.5
convert-int2-char2,1,2,4,1,0,2,2,1,1,14,0,4,0.5
convert-float2-uchar2_rtn,1,2,6,1,2,4,3,1,1,1,0,6,0.5
convert-short3-char3,1,2,4,1,0,2,2,1,1,1,0,4,0.5
convert-float2-uchar2_rtp,1,2,6,1,2,4,3,1,1,1,0,6,0.5
add_sat-char,4,3,14,1,7,10,5,1,1,1,0,19,16
floor-float,1,1,4,1,1,3,3,1,1,3,0,3,0.25
convert-float2-uchar2_rtz,1,2,6,1,2,4,3,1,1,12,0,6,0.5
convert-float2-int2_rtp,1,2,6,1,2,4,3,1,1,0,0,6,0.5
clamp_scalar-float8,3,8,30,1,16,20,4,1,1,1,0,50,524288
ceil-float,1,1,4,1,1,3,3,1,1,1,0,3,0.25
outer_loop_acc_early_complex,3,2,8,3,3,9,5,1,1,3,0,8,0.5
add-transformations-abs-pos-sat-short-wide-1_pma,3,16,76,1,56,59,5,1,2,3,0,144,1.47574E+20
conv-short-filter-ch1,2,8,16,2,8,19,3,1,1,15,0,29,4096
bitselect-ushort16,4,8,61,1,32,36,4,1,1,12,0,96,17179869184
cmp-basic-float16_pma,3,16,37,1,16,20,3,2,1,11,0,64,67108864
clamp-int2_scalar,3,2,12,1,4,8,4,1,1,1,0,14,2
mad_hi-short16,3,8,52,1,24,28,4,1,1,12,0,88,34359738368
convert-float3-int3_rtz,1,3,8,1,3,5,3,1,1,14,0,9,1
matrix-mult,2,4,15,2,4,8,5,1,1,14,0,20,16
convert-float3-int3_rtp,1,3,8,1,3,5,3,1,1,5,0,9,1
convert-float3-int3_rtn,1,3,8,1,3,5,3,1,1,14,0,9,1
convert-uint16-ushort16,2,8,19,1,0,3,2,1,1,12,0,32,4096
convert-float3-int3_rte,1,3,8,1,3,5,3,1,1,1,0,9,1
reduce-blur-horizontal-gamma,5,8,63,1,24,30,4,2,1,15,0,112,2.81475E+14
fp_inv,2,1,5,1,1,3,3,1,1,1,1,4,0.25
i16-acc-hadd-unsigned,2,1,5,2,1,4,3,1,1,1,0,4,0.25
add-non-imm-2d-char_pma,2,8,20,1,9,11,3,1,1,2,0,33,4096
convert-float2-int2_rte,1,2,6,1,2,4,3,1,1,14,0,6,0.5
convert-float3-ushort3_sat_rte,7,4,44,1,33,35,6,1,2,1,0,84,5.49756E+11
upsample-ushort3,3,3,11,1,3,6,3,1,1,1,0,16,16
upsample-ushort2,3,2,8,1,2,5,3,1,1,0,0,10,2
atan2-float,1,2,6,1,2,4,3,1,2,15,2,8,2
upsample-ushort8,3,8,20,1,8,11,3,1,2,15,0,40,524288
convert-float3-ushort3_sat_rtn,7,4,44,1,33,35,6,1,2,0,0,84,5.49756E+11
mad_sat-short,5,1,13,1,4,8,6,1,1,0,0,12,0.25
maxpool_8x8_orig_impl,3,18,96,1,74,77,6,1,1,9,0,174,1.51116E+23
all-char4,6,2,16,1,7,10,6,2,1,0,0,18,2
convert-float3-ushort3_sat_rtp,7,4,44,1,33,35,6,1,2,5,0,84,5.49756E+11
all-char2,6,2,12,1,4,7,5,2,1,3,0,11,0.25
convert-float4-uchar4_sat,7,4,56,1,44,46,6,1,2,0,0,112,3.60288E+16
fp2uint_floor_with_shift,2,8,19,1,8,10,3,1,1,2,0,32,4096
hadd-ushort4,2,2,9,1,2,5,3,1,1,14,0,10,1
convert-float3-ushort3_sat_rtz,7,4,44,1,33,35,6,1,2,1,0,84,5.49756E+11
all-char8,6,4,24,1,13,16,10,2,1,0,0,32,128
mul-basic-mixed-short-char-int_pma,2,4,23,1,12,15,4,1,1,15,0,36,4096
printf-ocl-print-flag,2,8,19,1,8,10,3,1,1,2,0,32,4096
convert-int16-uint16,2,8,20,1,0,4,2,2,1,1,0,32,2048
convert-ushort3-uchar3,1,2,4,1,0,2,2,1,1,12,0,4,0.5
convert-uint2-short2,1,2,4,1,0,2,2,1,1,1,0,4,0.5
verification-api-2-positive-pma,2,8,19,1,8,10,3,1,1,14,0,32,4096
i16-acc-hadd-signed,2,1,5,2,1,4,3,1,1,2,0,4,0.25
racc-short8_pma,1,4,10,2,4,7,5,1,2,15,0,16,32
convert-short-uchar,1,1,3,1,0,2,2,1,1,1,0,2,0.25
unaligned-store-offset-1-width-4,2,4,9,1,4,7,3,1,1,15,0,14,16
unaligned-store-offset-1-width-3,2,3,8,1,3,6,3,1,1,8,0,11,4
unaligned-store-offset-1-width-1,2,1,6,1,1,4,3,1,1,1,0,5,0.25
store-9-bytes,7,4,24,1,13,15,3,1,1,100,3,33,256
convert-uchar2-float2_rtp,1,2,5,1,2,4,3,1,1,0,0,5,0.5
cross_loops_accumulation_smin,4,2,15,4,5,13,6,1,1,14,0,17,2
convert-uchar2-float2_rtn,1,2,5,1,2,4,3,1,1,1,0,5,0.5
mesw-439266_vf4,2,4,17,1,6,9,3,1,1,100,0,26,256
i16-acc-abs_diff-uchar-x-1op,2,1,6,2,1,5,3,1,1,11,0,5,0.25
convert-uchar2-float2_rte,1,2,5,1,2,4,3,1,1,0,0,5,0.5
rhadd-char,3,1,10,1,4,7,5,1,1,0,0,9,0.25
convert-short4-char4,1,2,4,1,0,2,2,1,1,15,0,4,0.5
add_rshift_sat_h_ii,3,8,28,1,8,12,3,1,1,14,0,48,524288
add_rshift_sat_h_iu,3,8,28,1,8,12,3,1,1,1,0,48,524288
scaleWarp,18,12,125,3,92,105,17,1,1,8,0,222,7.92282E+28
mad24-int4,4,16,49,1,32,36,6,1,1,1,0,88,2.74878E+11
mad24-int2,4,8,27,1,16,20,6,1,1,1,0,44,65536
mad24-int3,4,12,38,1,24,28,6,1,1,15,0,66,134217728
add_sat-int4,5,6,54,1,40,43,5,1,2,1,0,112,1.44115E+17
clamp-ushort3_scalar,4,3,17,1,8,12,4,1,1,12,0,24,64
add_sat-int2,5,6,30,1,20,23,5,1,2,0,0,56,33554432
min-float16,4,8,54,1,16,22,3,2,1,1,0,80,33554432
native_powr-float,2,1,7,1,2,5,4,1,1,100,2,6,0.25
rhadd-uchar4,3,2,12,1,4,7,4,1,1,8,0,14,2
hadd-int2,2,2,9,1,2,5,3,1,1,0,0,10,1
hadd-int3,2,3,12,1,3,6,3,1,1,0,0,15,4
store-struct-size-13_pma6,6,7,24,1,10,12,3,1,1,14,1,33,256
hadd-int8,2,8,27,1,8,11,3,1,1,1,0,40,4096
min-max-char-transformation-vec8,3,4,64,1,52,55,6,1,1,14,0,96,2147483648
clamp-ushort2_scalar,3,2,11,1,4,8,4,1,1,1,0,13,2
cmp-basic-float2_pma,2,2,7,1,2,4,3,1,1,12,0,8,1
build-vector-shuffle-int8_pma,2,3,7,1,0,3,2,1,1,14,0,8,1
min-ushort8,2,4,19,1,8,11,3,1,2,14,0,32,4096
min-ushort4,2,2,11,1,4,7,3,1,2,1,0,16,16
min-ushort3,4,2,12,1,3,7,3,2,1,1,0,14,2
min-ushort2,2,2,7,1,2,5,3,1,1,1,0,8,1
add_rshift_sat_pos_b_ui,3,8,28,1,8,12,3,1,1,12,0,48,524288
fp2uint_with_shift,2,8,19,1,8,10,3,1,1,2,0,32,4096
mul-hi-mixed-char-short-1-wide_pma,2,8,43,1,24,27,4,1,1,2,0,72,268435456
sub-transformations-none-none-abs-int-1_pma,2,4,15,1,4,7,3,1,1,11,0,20,16
convert-ushort8-float8,1,4,14,1,8,10,3,1,1,1,0,20,32
mul_hi-char8,3,4,20,1,8,11,4,1,1,1,0,28,128
masked_store_splat_2_host_conds_storeAll,3,4,25,2,12,20,4,1,1,0,0,38,4096
uint2fp_with_shift,2,8,27,1,16,18,4,1,1,8,0,40,4096
add_rshift_sat_pos_b_uu,3,8,28,1,8,12,3,1,1,0,0,48,524288
gather-float4,2,4,13,1,4,7,5,1,1,1,0,18,16
masked_store_splat_host_data_combined_conds,5,4,30,2,16,23,7,1,1,1,0,44,8192
sub-transformations-abs-pos-halve-char-1_pma,3,8,76,1,56,59,6,1,1,14,0,104,134217728
mul_hi-char3,6,2,15,1,4,8,4,2,1,3,0,15,0.5
iv-select-acc-2way-i16,2,1,5,3,1,5,3,1,1,2,0,4,0.25
hadd_demandedBits,2,1,6,1,1,4,3,1,1,1,0,5,0.25
gather-short,2,8,28,1,8,11,5,1,1,0,0,48,524288
gather-mode2-short,4,8,26,1,12,16,7,1,1,0,0,42,32768
outer_loop_acc_double,2,1,7,3,3,10,5,1,1,8,0,6,0.25
degrees-float16,3,16,37,1,16,20,3,2,1,3,0,64,67108864
convert-float3-char3_sat,6,4,40,1,30,32,5,1,2,1,0,78,1.37439E+11
convert-int3-char3,1,4,6,1,0,2,2,1,1,3,0,8,2
convert-ushort3-char3,1,2,4,1,0,2,2,1,1,3,0,4,0.5
iv-select-acc-eq-idx-innerLoop-ver2-nonNeutral,3,2,8,3,3,8,4,1,1,14,0,8,0.5
add_low_rshift_sat_b_ui,3,2,10,1,2,6,3,1,1,14,0,12,2
dot-uchar4-char4,2,2,12,1,5,8,4,1,1,3,0,13,1
mul-basic-mixed-int-short-int_pma,2,8,47,1,32,35,4,1,1,0,0,92,1.75922E+13
cross-float4,4,3,20,1,9,13,4,2,1,1,0,28,128
cross-float3,2,3,18,1,9,12,4,1,1,0,0,27,256
add_low_rshift_sat_b_uu,3,8,28,1,8,12,3,1,1,1,0,48,524288
convert-uchar8-ushort8,1,4,10,1,4,6,3,1,1,1,0,12,2
gather-mode2-short-y0,6,2,18,1,8,11,7,1,1,14,0,21,4
convert-float3-int3_sat,6,4,37,1,27,29,4,1,2,14,0,75,1.37439E+11
fabs-basic-float-1_pma,1,8,18,1,8,10,3,1,1,0,0,24,32
gather-itr-test2,2,8,19,1,8,10,3,1,1,14,0,32,4096
gather-itr-test3,2,4,11,1,4,6,3,1,1,0,0,16,16
gather-itr-test1,2,4,11,1,4,6,3,1,1,0,0,16,16
gather-itr-test6,2,4,11,1,4,6,4,1,1,1,0,14,4
gather-itr-test4,3,4,12,1,4,7,3,1,1,8,0,16,8
gather-itr-test5,1,6,13,1,5,7,6,1,1,1,0,17,8
mad_hi-ushort8,3,4,28,1,12,16,4,1,1,8,0,44,32768
mad_hi-ushort2,3,2,10,1,3,7,4,1,1,3,0,11,1
mad_hi-ushort3,3,2,15,1,5,9,4,1,1,3,0,19,8
mad_hi-ushort4,3,2,16,1,6,10,4,1,1,1,0,22,32
pos-abs-add-char-wide_pma,2,8,67,1,48,51,6,1,1,10,0,88,1048576
pma_acopy_3D1_deprecatedAPI,2,8,19,1,8,10,3,1,1,1,0,32,4096
add-non-splat-non-imm-1d-char16-two-liveins_pma,5,8,22,1,8,10,3,1,1,0,0,32,512
convert-uchar-float_rtz,1,1,4,1,1,3,3,1,1,1,0,3,0.25
fold-select-into-load2,1,8,10,1,0,2,2,1,1,12,0,16,32
fold-select-into-load3,2,8,19,1,8,10,3,1,1,12,0,32,4096
floor-float3,1,3,8,1,3,5,3,1,1,1,0,9,1
floor-float2,1,2,6,1,2,4,3,1,1,1,0,6,0.5
convert-float3-char3_rtp,1,3,8,1,3,5,3,1,1,12,0,9,1
any-short16,4,8,29,1,16,19,17,2,1,9,0,41,2048
combine-iv-and-data-conditions,2,4,10,2,5,10,4,1,1,12,0,15,16
min-max-int-1-wide_pma,2,8,43,1,24,27,4,1,1,11,0,72,268435456
convert-char8-short8,1,4,10,1,4,6,3,1,1,3,0,12,2
convert-float3-char3_rtz,1,3,8,1,3,5,3,1,1,1,0,9,1
convert-float-int_sat,6,4,17,1,9,11,4,1,1,3,0,25,128
vec_step-ushort16,1,1,3,1,0,2,2,1,1,2,0,2,0.25
hsub_short2,2,1,6,1,1,4,3,1,1,11,0,5,0.25
mad_sat-uint,4,7,24,1,16,20,6,1,1,2,0,42,131072
convert-float3-char3_rte,1,3,8,1,3,5,3,1,1,3,0,9,1
diff_events,2,8,27,1,8,11,3,1,1,11,0,40,4096
pma_acopy_2D2,2,8,19,1,8,10,3,1,1,11,0,32,4096
pma_acopy_2D1,2,8,19,1,8,10,3,1,1,1,0,32,4096
hadd_noExtendType_MSBSet_SRA,3,2,9,1,3,6,4,1,1,2,0,9,0.5
dot-float3,2,3,14,1,5,8,4,1,1,1,0,17,4
pma_acopy_2D4,2,8,19,1,8,10,3,1,1,1,0,32,4096
convert-float16-ushort16_rtp,2,8,35,1,16,19,3,1,1,9,0,48,4096
abs-char16,1,8,18,1,8,10,3,1,1,9,0,24,32
convert-short4-uint4,1,2,8,1,4,6,3,1,1,8,0,10,2
clamp-uchar_scalar,3,1,9,1,2,6,4,1,1,1,0,8,0.25
max-short16,2,8,35,1,16,19,3,1,2,0,0,64,268435456
isgreater-float3,2,3,15,1,6,9,4,1,1,14,0,18,4
isgreater-float2,2,2,11,1,4,7,4,1,1,12,0,12,1
convert-float16-ushort16_rte,2,8,35,1,16,19,3,1,1,0,0,48,4096
isgreater-float4,2,4,19,1,8,11,4,1,1,9,0,24,16
dot_prod_i16_v2i8_v2i8_acc,2,2,12,2,5,9,4,1,1,11,0,13,1
scatter-with-bounds,5,1,9,1,1,5,3,2,1,2,0,7,0.125
sign-float4,3,8,32,1,24,26,4,1,1,1,0,68,34359738368
convert-char-int,2,1,5,1,1,3,3,1,1,15,0,4,0.25
sign-float3,3,6,25,1,18,20,4,1,1,1,0,51,33554432
sign-float2,3,4,18,1,12,14,4,1,2,1,0,34,32768
select-char8,3,4,36,1,20,24,4,1,1,8,0,56,524288
cmp-basic-float4_pma,2,4,11,1,4,6,3,1,1,2,0,16,16
select-char3,3,2,20,1,10,14,4,1,1,8,0,28,128
all-int16,3,8,36,1,16,19,17,1,1,9,0,49,4096
cross_loops_accumulation_umin,4,2,15,4,5,13,6,1,1,0,0,17,2
hsub_uint,2,1,6,1,1,4,3,1,1,8,0,5,0.25
convert-short2-float2_rtp,1,2,5,1,2,4,3,1,1,1,0,5,0.5
i16-acc-umin,2,1,5,2,1,4,3,1,1,2,0,4,0.25
clamp-int3_scalar,3,3,15,1,6,10,4,1,1,0,0,20,16
any-char16,5,8,39,1,25,28,19,2,1,0,0,51,2048
islessgreater-float16,4,8,70,1,32,38,4,2,1,2,0,96,33554432
pma_acopy_2D2_deprecatedAPI,2,8,19,1,8,10,3,1,1,1,0,32,4096
mad_sat-uchar8,4,8,41,1,24,28,5,1,1,14,0,68,67108864
convert-ushort2-float2_rtz,1,2,5,1,2,4,3,1,1,0,0,5,0.5
mad_sat-uchar4,4,4,23,1,12,16,5,1,1,2,0,34,1024
hadd-short8,2,4,15,1,4,7,3,1,1,0,0,20,16
mad24-int,4,4,16,1,8,12,6,1,1,2,0,22,32
mad_sat-uchar3,4,3,17,1,6,10,4,1,1,2,0,24,64
mad_sat-uchar2,4,2,14,1,6,10,5,1,1,2,0,17,4
convert-ushort2-float2_rtn,1,2,5,1,2,4,3,1,1,0,0,5,0.5
convert-ushort2-float2_rte,1,2,5,1,2,4,3,1,1,0,0,5,0.5
add-non-splat-non-imm-1d-char16_pma,5,8,22,1,8,10,3,1,1,1,0,32,512
sub_sat-ushort4,2,3,13,1,6,9,4,1,1,8,0,20,64
sub_sat-ushort2,2,3,8,1,3,6,4,1,1,0,0,10,2
sub_sat-ushort3,4,3,14,1,5,9,4,2,1,12,0,18,8
hadd-short3,4,2,11,1,2,6,3,2,1,2,0,11,0.5
mul-hi-uchar-1_pma,3,8,36,1,16,19,4,1,1,1,0,56,524288
sub_sat-ushort8,2,4,23,1,12,15,4,1,1,1,0,40,65536
clamp-ushort_scalar,3,1,9,1,2,6,4,1,1,1,0,8,0.25
native_sin-float8,2,8,19,1,8,10,3,1,1,12,8,32,4096
step-float16,5,32,87,1,48,54,4,2,1,8,0,160,4.72237E+21
reduce-blur-vertical-pma,3,8,44,1,16,20,4,1,1,0,0,64,524288
fp2int_ceil_with_shift,2,8,19,1,8,10,3,1,1,15,0,32,4096
native_sin-float2,2,2,7,1,2,4,3,1,1,14,2,8,1
add-transformations-none-none-sat-int-1_pma,6,6,55,1,40,43,5,1,2,15,0,116,1.15292E+18
native_sin-float4,2,4,11,1,4,6,3,1,1,14,4,16,16
convert-uint2-float2,1,2,6,1,2,4,3,1,1,9,0,6,0.5
outer_loop_acc_simple_2D,2,1,6,3,2,7,4,1,1,7,0,5,0.25
fillColorsChannelImage_part2,16,8,124,1,88,93,10,2,1,3,4,218,9.90352E+27
fillColorsChannelImage_part1,11,4,63,1,44,48,9,1,2,0,0,112,2.81475E+14
convert-float2-short2_sat_rtp,6,4,29,1,20,22,5,1,2,0,0,52,4194304
min-max-short-transformation-1_pma,2,4,55,1,44,47,5,1,1,14,0,80,16777216
racc-int2_pma,1,2,6,2,2,5,4,1,1,9,0,6,0.5
native_log-float2,2,2,9,1,4,6,4,1,1,3,4,10,1
iv_use_i32_interleave-scalar,5,4,18,2,8,14,3,1,1,9,0,23,16
native_log-float4,2,4,15,1,8,10,4,1,1,8,8,20,16
native_log-float8,2,8,27,1,16,18,4,1,1,12,16,40,4096
max-uchar,2,1,6,1,1,4,3,1,1,8,0,5,0.25
convert-float8-int8_sat_rtz,6,8,87,1,72,74,4,1,2,2,0,200,5.1923E+33
mul-basic-extended-char-char-short_pma,2,8,27,1,8,11,3,1,1,15,0,40,4096
masked_store_splat_data_compare_with_iv,5,4,34,3,20,29,6,1,1,2,0,56,2097152
iv_cmp_between_ivs,4,2,12,3,6,11,4,1,1,1,0,13,1
min_scalar-float4,2,4,12,1,4,7,3,1,1,5,0,17,16
min_scalar-float3,2,3,10,1,3,6,3,1,1,12,0,13,4
min_scalar-float2,2,2,8,1,2,5,3,1,1,3,0,9,1
maxpool3_u16_vec8,2,8,39,2,24,35,5,1,1,2,0,60,1048576
convert-float4-int4_sat,6,4,47,1,36,38,4,1,2,0,0,100,4.5036E+15
shift-dl-test-1_pma,5,16,47,1,33,35,4,1,2,9,0,106,2.8823E+17
pos-abs-add-short-wide_pma,2,8,59,1,40,43,4,1,1,11,0,88,268435456
add-deinterlace-2d-int_pma,1,8,14,1,4,6,3,1,1,1,0,20,32
add_sat-uint,3,2,9,1,3,6,4,1,1,14,0,9,0.5
convert-ushort8-char8,1,4,6,1,0,2,2,1,1,14,0,8,2
native_exp10-float4,2,4,11,1,4,6,3,1,1,14,4,16,16
max-float8,2,8,27,1,8,11,3,1,1,1,0,40,4096
native_exp10-float2,2,2,7,1,2,4,3,1,1,15,2,8,1
mul-basic-char-1_pma,2,8,27,1,8,11,3,1,1,11,0,40,4096
max-float3,2,3,12,1,3,6,3,1,1,1,0,15,4
max-float2,2,2,9,1,2,5,3,1,1,1,0,10,1
native_exp10-float8,2,8,19,1,8,10,3,1,1,8,8,32,4096
max-float4,2,4,15,1,4,7,3,1,1,1,0,20,16
convert-float2-ushort2_rtp,1,2,6,1,2,4,3,1,1,1,0,6,0.5
fold-select-into-load1,2,8,20,1,9,11,3,1,1,5,0,33,4096
add-4d_pma,2,8,19,1,8,10,3,1,1,11,0,32,4096
iv-select-acc-simple,1,1,4,3,1,5,3,1,1,12,0,3,0.25
convert-float2-short2,1,2,6,1,2,4,3,1,1,8,0,6,0.5
convert-float2-ushort2_rte,1,2,6,1,2,4,3,1,1,1,0,6,0.5
islessgreater-float8,2,8,35,1,16,19,4,1,1,0,0,48,4096
islessgreater-float4,2,4,19,1,8,11,4,1,1,12,0,24,16
islessgreater-float2,2,2,11,1,4,7,4,1,1,0,0,12,1
islessgreater-float3,2,3,15,1,6,9,4,1,1,1,0,18,4
convert-float2-ushort2_rtn,1,2,6,1,2,4,3,1,1,1,0,6,0.5
gather-char-with-offset,2,8,28,1,8,11,5,1,1,12,0,48,524288
convert-uint8-short8,1,8,10,1,0,2,2,1,1,0,0,16,32
gather-itr-bounds4,5,2,17,3,9,15,6,1,1,1,0,18,1
native_cos-float8,2,8,19,1,8,10,3,1,1,1,8,32,4096
i16-acc-sub_abs_diff,2,1,6,2,1,5,3,1,1,1,0,5,0.25
